"modelID","varName","value","temperature","climate","indoorUnittype","info","hpType"
"GSHVTH-18AA1","title","GSHVTH-18AA1","0","0","0","1","0"
"GSHVTH-18AA1","application","2","0","0","0","1","0"
"GSHVTH-18AA1","indoor","0","0","0","0","1","0"
"GSHVTH-18AA1","outdoor","1","0","0","0","1","0"
"GSHVTH-18AA1","coolingMode7c12c","0","0","0","0","1","0"
"GSHVTH-18AA1","coolingMode18c23c","0","0","0","0","1","0"
"GSHVTH-18AA1","colderClimate","0","0","0","0","1","0"
"GSHVTH-18AA1","warmerClimate","0","0","0","0","1","0"
"GSHVTH-18AA1","reversibility","1","0","0","0","1","0"
"GSHVTH-18AA1","colderForHeating","0","0","0","0","1","0"
"GSHVTH-18AA1","warmerForHeating","0","0","0","0","1","0"
"GSHVTH-18AA1","en145112Certification","0","0","0","0","1","0"
"GSHVTH-18AA1","heatSource","0","0","0","0","1","0"
"GSHVTH-18AA1","additionalOutdoorAir","0","0","0","0","1","0"
"GSHVTH-18AA1","additionalExhaustAir","0","0","0","0","1","0"
"GSHVTH-18AA1","additionalIndoorAir","0","0","0","0","1","0"
"GSHVTH-18AA1","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"GSHVTH-18AA1","powerSupply","3","0","0","0","1","0"
"GSHVTH-18AA1","offPeakProduct","0","0","0","0","1","0"
"GSHVTH-18AA1","EN14511_2_001","18.00","4","10","0","2","0"
"GSHVTH-18AA1","EN14511_2_001","15.60","5","10","0","2","0"
"GSHVTH-18AA1","EN14511_2_002","3.80","4","10","0","2","0"
"GSHVTH-18AA1","EN14511_2_002","5.20","5","10","0","2","0"
"GSHVTH-18AA1","EN14511_2_003","4.74","4","10","0","2","0"
"GSHVTH-18AA1","EN14511_2_003","3.00","5","10","0","2","0"
"GSHVTH-18AA1","EN14511_4_003","2","0","10","0","2","0"
"GSHVTH-18AA1","EN14511_4_004","2","0","10","0","2","0"
"GSHVTH-18AA1","EN14511_4_005","2","0","10","0","2","0"
"GSHVTH-18AA1","EN14511_4_006","2","0","10","0","2","0"
"GSHVTH-18AA1","EN12102_1_002","68","4","3","0","2","0"
"GSHVTH-18AA1","EN12102_1_002","68","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_001","193","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_001","155","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_002","16.00","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_002","17.10","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_003","4.90","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_003","3.95","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_004","-7","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_004","-7","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_005","-10","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_005","-10","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_008","14.18","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_008","15.13","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_009","3.18","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_009","2.51","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_047","1.000","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_047","1.000","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_010","9.26","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_010","9.35","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_011","4.77","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_011","3.84","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_048","0.990","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_048","0.990","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_012","6.43","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_012","6.80","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_013","6.16","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_013","5.07","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_049","0.990","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_049","0.990","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_014","7.47","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_014","7.33","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_015","7.99","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_015","7.38","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_050","0.990","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_050","0.990","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_016","14.18","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_016","15.13","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_017","3.18","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_017","2.51","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_018","14.84","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_018","13.64","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_019","2.80","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_019","2.13","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_021","1.000","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_021","1.000","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_022","75","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_022","75","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_023","13","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_023","13","5","3","0","2","0"
