"modelID","varName","value","temperature","climate","indoorUnittype","info","hpType"
"GSHVTH-18AA1","EN14825_024","13","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_024","13","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_025","14","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_025","14","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_026","55","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_026","55","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_027","1","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_027","1","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_028","1.19","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_028","3.46","5","3","0","2","0"
"GSHVTH-18AA1","EN14825_029","6780","4","3","0","2","0"
"GSHVTH-18AA1","EN14825_029","8921","5","3","0","2","0"
"","Refrigerant","R290","0","0","0","0"
