manufacturer_name,model_name,variant_name,dimension,reported_scop,tbiv_c,tol_c,pdh_m7,cop_m7,pdh_p2,cop_p2,pdh_p7,cop_p7,pdh_p12,cop_p12,pdh_tbiv,cop_tbiv,pdh_tol,cop_tol
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 IRMS-T,4_3_0_0,4.52,-10.0,-10.0,9.14,2.95,5.48,4.04,3.54,6.71,3.11,7.94,9.97,2.59,9.97,2.59
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 IRMS-T,5_3_0_0,3.58,-10.0,-10.0,8.41,2.21,4.74,3.58,5.12,4.54,6.1,5.66,9.33,1.84,9.33,1.84
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 IRMS-T,0_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 IRMS-T,4_2_0_0,3.78,-17.0,-18.0,5.98,3.61,5.4,4.12,2.77,6.35,3.07,7.59,7.39,2.11,7.18,2.16
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 IRMS-T,0_1_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 IRMS-T,0_3_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-S,5_2_0_0,3.11,-15.0,-17.0,6.49,2.65,4.49,3.88,5.35,4.87,6.32,6.09,8.7,1.83,8.09,1.69
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-S,5_3_0_0,3.55,-10.0,-10.0,7.72,2.28,4.45,3.53,5.21,4.41,6.23,5.75,8.59,1.89,8.59,1.89
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-S,4_2_0_0,4.19,-17.0,-20.0,6.24,3.56,3.66,5.14,2.82,6.3,3.06,6.86,8.6,2.24,7.8,2.08
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-S,4_3_0_0,4.73,-10.0,-10.0,10.07,2.88,5.93,4.65,3.75,6.29,3.11,7.25,10.45,2.51,10.45,2.51
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-S,0_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-T,5_2_0_0,2.93,-17.0,-18.0,5.62,2.7,6.86,3.23,5.19,4.86,6.14,6.14,7.71,1.72,6.32,1.69
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-T,5_3_0_0,3.58,-10.0,-10.0,8.41,2.21,4.74,3.58,5.12,4.54,6.1,5.66,9.33,1.84,9.33,1.84
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-T,0_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-T,4_3_0_0,4.52,-10.0,-10.0,9.53,2.95,5.48,4.04,3.68,6.71,3.11,7.94,9.97,2.59,9.97,2.59
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORB-T,4_2_0_0,3.87,-17.0,-20.0,5.98,3.61,7.25,4.12,5.48,6.35,3.07,7.59,8.25,2.36,7.48,2.16
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORE-S,4_1_0_0,5.78,2.0,2.0,,,12.2,2.73,7.77,4.99,3.46,7.51,12.2,2.73,12.2,2.73
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORE-S,5_1_0_0,4.24,2.0,2.0,,,10.02,2.18,6.46,3.73,6.17,5.41,10.02,2.18,10.02,2.18
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORE-S,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORE-T,5_2_0_0,2.93,-17.0,-18.0,5.62,2.7,6.86,3.23,5.19,4.86,6.14,6.14,7.71,1.72,6.32,1.69
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORE-T,4_3_0_0,4.52,-10.0,-10.0,9.53,2.95,5.48,4.04,3.68,6.71,3.11,7.94,9.97,2.59,9.97,2.59
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORE-T,4_2_0_0,3.87,-17.0,-20.0,5.98,3.61,7.25,4.12,5.48,6.35,3.07,7.59,8.25,2.36,7.48,2.16
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORE-T,0_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORE-T,5_3_0_0,3.58,-10.0,-10.0,8.41,2.21,4.74,3.58,5.12,4.54,6.1,5.66,9.33,1.84,9.33,1.84
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORM-S,4_1_0_0,5.78,2.0,2.0,,,12.2,2.73,7.77,4.99,3.46,7.51,12.2,2.73,12.2,2.73
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORM-S,5_1_0_0,4.24,2.0,2.0,,,10.02,2.18,6.46,3.73,6.17,5.41,10.02,2.18,10.02,2.18
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORM-S,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORM-S,0_2_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORM-T,5_1_0_0,4.24,2.0,2.0,,,11.43,2.17,7.9,3.61,6.01,5.56,11.43,2.17,11.43,2.17
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORM-T,4_1_0_0,6.3,2.0,2.0,,,11.8,3.04,7.62,5.37,3.13,8.25,11.8,3.04,11.8,3.04
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORM-T,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORM-T,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORM-T,0_2_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-S,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-S,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-S,4_1_0_0,5.78,2.0,2.0,,,12.2,2.73,7.77,4.99,3.46,7.51,12.2,2.73,12.2,2.73
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-S,5_1_0_0,4.24,2.0,2.0,,,10.02,2.18,6.46,3.73,6.17,5.41,10.02,2.18,10.02,2.18
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-S,0_2_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-T,4_1_0_0,6.3,2.0,2.0,,,11.8,3.04,7.62,5.37,3.13,8.25,11.8,3.04,11.8,3.04
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-T,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-T,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-T,5_1_0_0,4.24,2.0,2.0,,,11.43,2.17,7.9,3.61,6.01,5.56,11.43,2.17,11.43,2.17
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7000iAW 13 ORMS-T,0_2_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001i AW 13 O TH,5_1_0_0,4.11,2.0,2.0,,,11.43,2.08,7.96,3.53,5.96,5.57,11.43,2.08,11.43,2.08
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001i AW 13 O TH,4_1_0_0,6.0,2.0,2.0,,,11.8,2.97,7.71,5.04,3.21,8.31,11.8,2.97,11.8,2.97
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001i AW 13 O TH,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001i AW 13 O TH,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-S,4_3_0_0,4.73,-10.0,-10.0,10.07,2.88,5.93,4.65,3.75,6.29,3.11,7.25,10.45,2.51,10.45,2.51
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-S,5_3_0_0,3.55,-10.0,-10.0,7.72,2.28,4.45,3.53,5.21,4.41,6.23,5.75,8.59,1.89,8.59,1.89
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-S,5_2_0_0,3.11,-15.0,-17.0,6.49,2.65,4.49,3.88,5.35,4.87,6.32,6.09,8.7,1.83,8.09,1.69
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-S,0_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-S,4_2_0_0,4.19,-17.0,-20.0,6.24,3.56,3.66,5.14,2.82,6.3,3.06,6.86,8.6,2.24,7.8,2.08
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-T,4_1_0_0,6.3,2.0,2.0,,,11.8,3.04,7.62,5.37,3.13,8.25,11.8,3.04,11.8,3.04
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-T,5_1_0_0,4.24,2.0,2.0,,,11.43,2.17,7.9,3.61,6.01,5.56,11.43,2.17,11.43,2.17
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-T,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-T,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORB-T,0_2_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-S,4_3_0_0,4.73,-10.0,-10.0,10.07,2.88,5.93,4.65,3.75,6.29,3.11,7.25,10.45,2.51,10.45,2.51
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-S,5_2_0_0,3.11,-15.0,-17.0,6.49,2.65,4.49,3.88,5.35,4.87,6.32,6.09,8.7,1.83,8.09,1.69
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-S,0_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-S,5_3_0_0,3.55,-10.0,-10.0,7.72,2.28,4.45,3.53,5.21,4.41,6.23,5.75,8.59,1.89,8.59,1.89
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-S,4_2_0_0,4.19,-17.0,-20.0,6.24,3.56,3.66,5.14,2.82,6.3,3.06,6.86,8.6,2.24,7.8,2.08
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-T,4_2_0_0,3.87,-17.0,-20.0,5.98,3.61,7.25,4.12,5.48,6.35,3.07,7.59,8.25,2.36,7.48,2.16
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-T,5_3_0_0,3.58,-10.0,-10.0,8.41,2.21,4.74,3.58,5.12,4.54,6.1,5.66,9.33,1.84,9.33,1.84
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-T,5_2_0_0,2.93,-17.0,-18.0,5.62,2.7,6.86,3.23,5.19,4.86,6.14,6.14,7.71,1.72,6.32,1.69
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-T,4_3_0_0,4.52,-10.0,-10.0,9.53,2.95,5.48,4.04,3.68,6.71,3.11,7.94,9.97,2.59,9.97,2.59
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-T,0_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-T,0_1_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORE-T,0_3_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORM-S,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORM-S,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORM-S,5_1_0_0,4.24,2.0,2.0,,,10.02,2.18,6.46,3.73,6.17,5.41,10.02,2.18,10.02,2.18
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORM-S,4_1_0_0,5.78,2.0,2.0,,,12.2,2.73,7.77,4.99,3.46,7.51,12.2,2.73,12.2,2.73
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORM-S,0_2_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORMB-T,5_1_0_0,4.1,2.0,2.0,,,11.43,2.14,7.9,3.54,6.01,5.38,11.43,2.14,11.43,2.14
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORMB-T,4_1_0_0,5.9,2.0,2.0,,,11.8,2.98,7.62,5.11,3.13,7.61,11.8,2.98,11.8,2.98
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORMB-T,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORMB-T,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORMS-S,4_1_0_0,5.78,2.0,2.0,,,12.2,2.73,7.77,4.99,3.46,7.51,12.2,2.73,12.2,2.73
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORMS-S,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORMS-S,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORMS-S,5_1_0_0,4.24,2.0,2.0,,,10.02,2.18,6.46,3.73,6.17,5.41,10.02,2.18,10.02,2.18
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 13 OR and IR, Compress 6000 AW-13/s, Bosch CS7001iAW 13",Bosch CS7001iAW 13 ORMS-S,0_2_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWB,5_1_0_0,4.34,2.0,2.0,,,12.49,2.18,8.08,3.81,5.99,5.61,12.49,2.18,12.49,2.18
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWB,4_1_0_0,6.13,2.0,2.0,,,14.59,2.85,8.92,5.37,4.16,8.0,14.59,2.85,14.59,2.85
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWB,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWB,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWE,5_1_0_0,4.34,2.0,2.0,,,12.49,2.18,8.08,3.81,5.99,5.61,12.49,2.18,12.49,2.18
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWE,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWE,4_1_0_0,6.13,2.0,2.0,,,14.59,2.85,8.92,5.37,4.16,8.0,14.59,2.85,14.59,2.85
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORM-T,5_1_0_0,4.34,2.0,2.0,,,12.49,2.18,8.08,3.81,5.99,5.61,12.49,2.18,12.49,2.18
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORM-T,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORM-T,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORM-T,4_1_0_0,6.13,2.0,2.0,,,14.59,2.85,8.92,5.37,4.16,8.0,14.59,2.85,14.59,2.85
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORM-T,0_2_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORMS-T,5_1_0_0,4.34,2.0,2.0,,,12.49,2.18,8.08,3.81,5.99,5.61,12.49,2.18,12.49,2.18
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORMS-T,4_1_0_0,6.13,2.0,2.0,,,14.59,2.85,8.92,5.37,4.16,8.0,14.59,2.85,14.59,2.85
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORMS-T,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORMS-T,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORMS-T,0_2_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRB-T,4_1_0_0,6.12,2.0,2.0,,,13.44,2.86,8.54,5.31,4.07,7.94,13.44,2.86,13.44,2.86
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRB-T,4_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRB-T,5_10_0_0,,,,,,,,,,,,,,,
Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRB-T,5_1_0_0,4.23,2.0,2.0,,,12.41,2.21,8.58,3.64,5.86,5.48,12.41,2.21,12.41,2.21
