manufacturer_name,model_name,variant_name,dimension,reported_scop,tbiv_c,tol_c,pdh_m7,cop_m7,pdh_p2,cop_p2,pdh_p7,cop_p7,pdh_p12,cop_p12,pdh_tbiv,cop_tbiv,pdh_tol,cop_tol
AERMEC S.p.A.,BHP 040 060 W,BHP 040 + BHP 060 W,5_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,BHP 040 060 W,BHP 060 + BHP 060 W,5_3_0_0,3.27,-7.0,-10.0,4.02,2.03,2.64,3.27,2.4,4.2,2.78,6.0,4.02,2.03,3.8,1.38
AERMEC S.p.A.,BHP 040 060 W,BHP 060 + BHP 060 W,0_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,BHP 040 060 W,BHP 060 + BHP 060 W,0_3_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,BHP 080 100 W,BHP 080 + BHP 100 W,5_3_0_0,3.31,-7.0,-10.0,6.34,2.24,4.08,3.18,4.26,4.26,5.01,5.93,6.34,2.24,6.29,1.79
AERMEC S.p.A.,BHP 080 100 W,BHP 080 + BHP 100 W,0_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,BHP 080 100 W,BHP 080 + BHP 100 W,0_3_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,BHP 080 100 W,BHP 100 + BHP 100 W,0_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,BHP 080 100 W,BHP 100 + BHP 100 W,5_3_0_0,3.25,-7.0,-10.0,6.91,2.12,4.22,3.09,4.27,4.34,4.91,5.91,6.91,2.12,6.85,1.75
AERMEC S.p.A.,BHP 080 100 W,BHP 100 + BHP 100 W,0_3_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI040 / DHWT300,HMI040 / DHWT300S,5_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI060 / DHWT300,HMI060 / DHWT300S,5_3_0_0,3.26,-7.0,-10.0,5.22,2.22,3.31,3.13,2.46,4.19,2.98,5.52,5.22,2.22,4.34,1.78
AERMEC S.p.A.,HMI060 / DHWT300,HMI060 / DHWT300S,0_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI060 / DHWT300,HMI060 / DHWT300S,0_3_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI080 / DHWT300,HMI080 / DHWT300S,0_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI080 / DHWT300,HMI080 / DHWT300S,5_3_0_0,3.27,-7.0,-10.0,6.2,2.22,4.0,3.13,2.43,4.26,2.98,5.52,6.2,2.22,4.34,1.78
AERMEC S.p.A.,HMI080 / DHWT300,HMI080 / DHWT300S,0_3_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI100 / DHWT300,HMI100 / DHWT300X,5_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI120 / DHWT300,HMI120 / DHWT300X,5_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI140 / DHWT300,HMI140 / DHWT300X,0_10_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI140 / DHWT300,HMI140 / DHWT300X,5_3_0_0,3.25,-7.0,-10.0,10.34,2.13,6.0,3.15,5.76,4.24,6.36,5.06,10.34,2.13,10.41,1.78
AERMEC S.p.A.,HMI140 / DHWT300,HMI140 / DHWT300X,0_3_0_0,,,,,,,,,,,,,,,
AERMEC S.p.A.,HMI160 / DHWT300,HMI160 / DHWT300X,5_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Aconomis N,Acond Aconomis N,4_2_0_0,3.87,-7.0,-22.0,6.37,3.33,3.88,5.13,2.49,7.06,2.41,7.44,6.37,3.33,4.81,2.52
Acond a.s.,Acond Aconomis N,Acond Aconomis N,5_3_0_0,3.82,-7.0,-10.0,6.58,2.29,4.0,3.81,2.57,4.98,2.38,5.98,6.58,2.29,6.03,2.12
Acond a.s.,Acond Aconomis N,Acond Aconomis N,5_2_0_0,3.1,-7.0,-22.0,6.88,2.57,4.19,4.12,2.69,5.47,2.36,6.4,6.88,2.57,4.42,1.92
Acond a.s.,Acond Aconomis N,Acond Aconomis N,4_3_0_0,4.77,-7.0,-10.0,6.78,3.05,4.05,4.64,2.65,6.37,2.41,7.44,6.78,3.05,6.12,2.91
Acond a.s.,Acond Aconomis N,Acond Aconomis N,0_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Aconomis R,Acond Aconomis R,4_2_0_0,3.85,-7.0,-22.0,13.17,3.25,7.74,5.21,5.06,7.52,4.45,8.62,13.17,3.25,8.7,2.54
Acond a.s.,Acond Aconomis R,Acond Aconomis R,5_2_0_0,3.07,-7.0,-22.0,12.68,2.46,7.54,3.96,5.01,6.0,4.39,6.94,12.68,2.46,8.31,1.78
Acond a.s.,Acond Aconomis R,Acond Aconomis R,0_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Aconomis R,Acond Aconomis R,4_3_0_0,4.92,-7.0,-10.0,13.6,3.0,7.68,4.64,5.25,6.92,4.45,8.74,13.6,3.0,12.68,2.83
Acond a.s.,Acond Aconomis R,Acond Aconomis R,5_3_0_0,3.86,-7.0,-10.0,12.5,2.45,7.34,3.62,4.78,5.36,4.34,6.6,12.5,2.45,11.34,2.22
Acond a.s.,Acond Aconomis R,Acond Aconomis R-SP,4_2_0_0,2.85,-7.0,-22.0,13.17,3.25,7.74,5.21,5.06,7.52,4.45,8.62,13.17,3.25,8.7,2.54
Acond a.s.,Acond Aconomis R,Acond Aconomis R-SP,5_3_0_0,3.86,-7.0,-10.0,12.5,2.45,7.34,3.62,4.78,5.36,4.34,6.6,12.5,2.45,11.34,2.22
Acond a.s.,Acond Aconomis R,Acond Aconomis R-SP,5_2_0_0,3.07,-7.0,-22.0,12.68,2.46,7.54,3.96,5.01,6.0,4.39,6.94,12.68,2.46,8.31,1.78
Acond a.s.,Acond Aconomis R,Acond Aconomis R-SP,4_3_0_0,4.92,-7.0,-10.0,13.6,3.0,7.68,4.64,5.25,6.92,4.45,8.74,13.6,3.0,12.68,2.83
Acond a.s.,Acond Aconomis R,Acond Aconomis R-SP,0_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Aconomis S,HP60-11-1-PHMB ; Assure HP55-11-1-PHMB,4_2_0_0,3.77,-7.0,-22.0,3.68,3.39,2.24,4.68,1.44,7.55,1.44,7.85,3.68,3.39,2.76,2.23
Acond a.s.,Acond Aconomis S,HP60-11-1-PHMB ; Assure HP55-11-1-PHMB,5_2_0_0,3.12,-7.0,-22.0,3.96,2.62,2.41,4.03,1.55,5.75,1.42,6.79,3.96,2.62,2.63,1.81
Acond a.s.,Acond Aconomis S,HP60-11-1-PHMB ; Assure HP55-11-1-PHMB,4_3_0_0,4.96,-7.0,-10.0,3.71,3.03,2.26,4.77,1.45,7.05,1.44,7.85,3.71,3.03,3.73,2.76
Acond a.s.,Acond Aconomis S,HP60-11-1-PHMB ; Assure HP55-11-1-PHMB,5_3_0_0,3.7,-7.0,-10.0,4.09,2.31,2.49,3.54,1.6,5.1,1.41,6.28,4.09,2.31,3.69,2.08
Acond a.s.,Acond Aconomis S,HP60-11-1-PHMB ; Assure HP55-11-1-PHMB,0_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-L,Acond Grandis-L16,5_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-L,Acond Grandis-L16,4_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-L,Acond Grandis-L18,4_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-L,Acond Grandis-L18,5_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-L,Acond Grandis-L21,4_3_0_0,4.95,-7.0,-10.0,18.5,2.74,10.5,4.6,7.38,7.59,7.14,9.6,18.5,2.74,18.5,2.74
Acond a.s.,Acond Grandis-L,Acond Grandis-L21,0_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-L,Acond Grandis-L21,5_3_0_0,3.62,-7.0,-10.0,19.42,2.24,11.85,3.22,7.62,5.45,7.05,7.99,19.42,2.24,19.42,2.24
Acond a.s.,Acond Grandis-N,Acond Grandis-N,4_3_0_0,5.38,-10.0,-10.0,3.72,3.51,2.26,5.25,1.52,6.81,1.81,9.14,4.2,3.02,4.2,3.02
Acond a.s.,Acond Grandis-N,Acond Grandis-N,5_3_0_0,4.05,-10.0,-10.0,3.54,2.45,2.15,3.98,1.45,5.29,1.75,7.16,4.0,2.15,4.0,2.15
Acond a.s.,Acond Grandis-N,Acond Grandis-PN,4_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-N,Acond Grandis-PN,5_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-R,Acond Grandis-PR,4_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-R,Acond Grandis-PR,5_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-R,Acond Grandis-R,5_3_0_0,4.21,-10.0,-10.0,8.8,2.67,5.37,4.1,3.82,5.39,4.46,6.81,9.97,2.35,9.97,2.35
Acond a.s.,Acond Grandis-R,Acond Grandis-R,0_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond Grandis-R,Acond Grandis-R,4_3_0_0,5.58,-10.0,-10.0,8.97,3.57,5.58,5.42,4.03,7.26,4.63,9.0,10.19,3.09,10.19,3.09
Acond a.s.,Acond PRO-N,Acond PRO-N,5_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond PRO-N,Acond PRO-N,4_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond PRO-R,Acond PRO-R,5_3_0_0,3.93,-10.0,-22.0,9.0,2.5,5.53,3.87,3.52,4.97,3.88,6.14,10.17,2.08,10.17,2.08
Acond a.s.,Acond PRO-R,Acond PRO-R,0_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond PRO-R,Acond PRO-R,4_3_0_0,5.05,-10.0,-22.0,9.23,3.24,5.46,5.03,3.81,6.33,4.05,7.42,10.38,2.76,10.38,2.76
Acond a.s.,Acond PRO-R,Acond PRO-R SP,4_3_0_0,4.68,-7.0,-10.0,6.2,2.74,3.6,4.45,2.5,6.8,1.4,8.13,6.2,2.74,6.0,2.54
Acond a.s.,Acond PRO-R,Acond PRO-R SP,5_2_0_0,2.9,-15.0,-22.0,3.1,2.49,1.8,3.52,1.2,4.1,1.4,6.18,4.0,1.74,2.5,1.17
Acond a.s.,Acond PRO-R,Acond PRO-R SP,0_10_0_0,,,,,,,,,,,,,,,
Acond a.s.,Acond PRO-R,Acond PRO-R SP,4_2_0_0,4.23,-15.0,-22.0,3.6,3.51,2.2,5.36,1.5,6.66,1.6,7.97,4.9,2.39,3.6,1.78
Acond a.s.,Acond PRO-R,Acond PRO-R SP,5_3_0_0,3.5,-7.0,-10.0,5.3,2.12,3.2,3.43,2.1,4.63,1.4,5.7,5.3,2.12,5.0,1.81
Advantix S.p.A.,i-290 0115-0118,i-290 0115,5_3_0_0,3.79,-7.0,-10.0,11.9,2.3,7.4,3.67,6.0,4.91,7.1,7.67,11.9,2.3,11.0,2.13
Advantix S.p.A.,i-290 0115-0118,i-290 0115,4_3_0_0,4.85,-7.0,-10.0,12.9,2.93,8.3,4.79,6.1,6.45,5.5,8.11,12.9,2.93,12.0,2.65
Advantix S.p.A.,i-290 0115-0118,i-290 0118,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-290 0115-0118,i-290 0118,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-290 0115-0118,i-290 0118,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-290 0121-0123,i-290 0121,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-290 0121-0123,i-290 0121,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-290 0121-0123,i-290 0121,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-290 0121-0123,i-290 0123,4_3_0_0,4.72,-7.0,-10.0,18.6,2.81,11.3,4.47,9.5,6.81,11.1,8.45,18.6,2.81,17.0,2.4
Advantix S.p.A.,i-290 0121-0123,i-290 0123,5_3_0_0,3.74,-7.0,-10.0,18.2,2.09,11.1,3.67,9.2,5.18,10.8,6.62,18.2,2.09,16.3,1.79
Advantix S.p.A.,i-290 0121-0123,i-290 0123,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-290 0125-0127,i-290 0125,4_3_0_0,4.49,-7.0,-10.0,19.6,2.71,11.9,4.22,10.5,6.44,12.3,8.03,19.6,2.71,17.7,2.43
Advantix S.p.A.,i-290 0125-0127,i-290 0125,5_3_0_0,3.66,-7.0,-10.0,19.9,2.01,12.1,3.64,10.2,4.96,11.9,6.49,19.9,2.01,17.7,1.78
Advantix S.p.A.,i-290 0125-0127,i-290 0125,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-290 0125-0127,i-290 0127,4_3_0_0,4.46,-7.0,-10.0,21.0,2.77,12.8,4.17,10.4,6.31,12.3,7.95,21.0,2.77,18.8,2.46
Advantix S.p.A.,i-290 0125-0127,i-290 0127,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-290 0125-0127,i-290 0127,5_3_0_0,3.56,-7.0,-10.0,20.7,1.97,12.6,3.5,10.1,4.92,11.9,6.53,20.7,1.97,18.5,1.7
Advantix S.p.A.,i-32V514,i-32V5/KA/14,4_3_0_0,4.48,-7.0,-20.0,10.7,2.98,6.5,4.2,5.8,5.98,6.7,8.16,10.7,2.98,10.5,2.69
Advantix S.p.A.,i-32V514,i-32V5/KA/14,5_3_0_0,3.31,-7.0,-15.0,10.3,2.1,6.2,3.21,5.7,4.19,6.6,6.17,10.3,2.1,10.2,1.96
Advantix S.p.A.,i-32V514,i-32V5/KA/14,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5H MIDI 0121 -0126,i-32V5H MIDI 0121,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5H MIDI 0121 -0126,i-32V5H MIDI 0121,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5H MIDI 0121 -0126,i-32V5H MIDI 0126,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5H MIDI 0121 -0126,i-32V5H MIDI 0126,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5H MIDI 0121 -0126,i-32V5H MIDI 0126,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5H MIDI 0128 -0132,i-32V5H MIDI 0128,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5H MIDI 0128 -0132,i-32V5H MIDI 0128,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5H MIDI 0128 -0132,i-32V5H MIDI 0132,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5H MIDI 0128 -0132,i-32V5H MIDI 0132,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 04,i-32V5/KA/04,5_3_0_0,3.45,-7.0,-15.0,3.9,2.26,2.4,3.32,2.8,4.35,3.3,6.01,3.9,2.26,3.9,2.06
Advantix S.p.A.,i-32V5 04,i-32V5/KA/04,4_3_0_0,4.56,-7.0,-20.0,3.9,3.01,2.4,4.53,2.8,5.57,3.3,7.01,3.9,3.01,3.8,2.77
Advantix S.p.A.,i-32V5 04,i-32V504,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 04,i-32V504,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 04,i-32V504,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08,i-32V5/KA/06,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08,i-32V5/KA/06,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08,i-32V5/KA/08,5_3_0_0,3.27,-7.0,-15.0,6.3,1.91,3.8,3.33,3.1,3.9,3.6,6.3,6.3,1.91,6.4,1.95
Advantix S.p.A.,i-32V5 06/08,i-32V5/KA/08,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08,i-32V5/KA/08,4_3_0_0,4.46,-7.0,-20.0,6.5,2.95,4.0,4.37,3.1,5.55,3.7,7.86,6.5,2.95,6.5,2.7
Advantix S.p.A.,i-32V5 06/08,i-32V5SL/KA 08,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08,i-32V5SL/KA 08,4_3_0_0,4.58,-7.0,-20.0,6.4,2.97,3.9,4.48,3.1,5.8,3.6,7.36,6.4,2.97,6.2,2.6
Advantix S.p.A.,i-32V5 06/08,i-32V5SL/KA 08,5_3_0_0,3.36,-7.0,-15.0,6.2,1.93,3.8,3.42,3.1,4.11,3.6,6.46,6.2,1.93,6.1,1.88
Advantix S.p.A.,i-32V5 06/08 A,i-32V5/KA/06 A,5_3_0_0,3.22,-7.0,-15.0,6.0,2.17,3.6,3.22,3.0,3.82,3.3,5.05,6.0,2.17,6.0,2.04
Advantix S.p.A.,i-32V5 06/08 A,i-32V5/KA/06 A,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08 A,i-32V5/KA/06 A,4_3_0_0,4.46,-7.0,-20.0,6.1,2.96,3.8,4.49,3.2,5.37,3.5,7.29,6.1,2.96,6.1,2.73
Advantix S.p.A.,i-32V5 06/08 A,i-32V5/KA/08 A,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08 A,i-32V5/KA/08 A,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08 A,i-32V5/KA/08 A,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08 A,i-32V5SL/KA 08 A,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 06/08 A,i-32V5SL/KA 08 A,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/16,4_3_0_0,4.5,-7.0,-20.0,12.0,2.88,7.3,4.33,5.7,5.83,6.7,8.12,12.0,2.88,11.7,2.6
Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/16,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/16,5_3_0_0,3.22,-7.0,-15.0,11.5,2.09,6.9,3.06,5.5,4.11,6.6,6.3,11.5,2.09,11.5,1.94
Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/16T,4_3_0_0,4.49,-7.0,-20.0,12.0,2.88,7.3,4.33,5.7,5.83,6.7,8.12,12.0,2.88,11.7,2.6
Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/16T,5_3_0_0,3.22,-7.0,-15.0,11.5,2.09,6.9,3.06,5.5,4.11,6.6,6.3,11.5,2.09,11.5,1.94
Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/16T,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/18T,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/18T,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V518T,5_3_0_0,3.36,-7.0,-15.0,12.5,2.03,7.6,3.34,5.7,4.14,6.6,6.15,12.5,2.03,12.6,1.93
Advantix S.p.A.,i-32V5 16/18,i-32V518T,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V518T,4_3_0_0,4.46,-7.0,-20.0,12.8,2.83,7.8,4.34,5.8,5.67,6.7,7.94,12.8,2.83,12.8,2.59
Advantix S.p.A.,i-32V5 16/18,i-32V5SL/KA 16,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V5SL/KA 16,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V5SL/KA 16T,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V5SL/KA 16T,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-32V5 16/18,i-32V5SL/KA 16T,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0140,i-HPV5H 0140,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0140,i-HPV5H 0140,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0140,i-HPV5H 0140,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0250,i-HPV5H 0250,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0250,i-HPV5H 0250,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0250,i-HPV5H 0250,5_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0260,i-HPV5H 0260,4_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0260,i-HPV5H 0260,6_4_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0270,i-HPV5H 0270,4_3_0_0,3.94,-7.0,-10.0,43.6,2.09,28.8,3.89,33.1,5.67,36.9,7.01,43.6,2.09,41.7,1.79
Advantix S.p.A.,i-HPV5H 0270,i-HPV5H 0270,0_10_0_0,,,,,,,,,,,,,,,
Advantix S.p.A.,i-HPV5H 0270,i-HPV5H 0270,5_3_0_0,3.08,-7.0,-9.0,45.5,1.55,28.5,3.02,35.3,4.38,39.7,6.82,45.5,1.55,42.9,1.41
Aira Group AB,Air to Water Heat Pump- R290- 12kW-C-250L,"Indoor unit HPI-AO-250-1.0, Outdoor unit HPO-AW-12-230V-1.0",4_3_0_0,4.72,-7.0,-10.0,11.23,2.96,7.43,4.59,6.1,6.77,6.89,8.48,11.23,2.96,10.34,2.75
Aira Group AB,Air to Water Heat Pump- R290- 12kW-C-250L,"Indoor unit HPI-AO-250-1.0, Outdoor unit HPO-AW-12-230V-1.0",5_3_0_0,3.47,-7.0,-10.0,10.43,2.21,6.37,3.38,5.87,4.87,6.97,6.42,10.43,2.21,9.55,2.06
Aira Group AB,Air to Water Heat Pump- R290- 12kW-C-250L,"Indoor unit HPI-AO-250-1.0, Outdoor unit HPO-AW-12-230V-1.0",0_3_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 12kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-12-400V-1.0",4_3_0_0,4.7,-7.0,-10.0,11.16,2.96,7.32,4.58,5.88,6.66,6.84,8.56,11.16,2.96,10.38,2.73
Aira Group AB,Air to Water Heat Pump- R290- 12kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-12-400V-1.0",0_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 12kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-12-400V-1.0",5_3_0_0,3.48,-7.0,-10.0,10.33,2.23,6.29,3.36,5.52,4.94,6.61,6.38,10.33,2.23,9.42,2.03
Aira Group AB,Air to Water Heat Pump- R290- 12kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-12-400V-1.0",0_3_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 12kW,HPO-AW-12-230V-1.0,4_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 12kW,HPO-AW-12-230V-1.0,5_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 12kW,HPO-AW-12-400V-1.0,0_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 12kW,HPO-AW-12-400V-1.0,4_3_0_0,4.7,-7.0,-10.0,11.16,2.96,7.32,4.58,5.88,6.66,6.84,8.56,11.16,2.96,10.38,2.73
Aira Group AB,Air to Water Heat Pump- R290- 12kW,HPO-AW-12-400V-1.0,5_3_0_0,3.48,-7.0,-10.0,10.33,2.23,6.29,3.36,5.52,4.94,6.61,6.38,10.33,2.23,9.42,2.03
Aira Group AB,Air to Water Heat Pump- R290- 6kW-C-100L,"Indoor unit: HPI-AO-100-1.0, Outdoor unit: HPO-AW-6-230V-1.0",4_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 6kW-C-100L,"Indoor unit: HPI-AO-100-1.0, Outdoor unit: HPO-AW-6-230V-1.0",5_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 6kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-6-230V-1.0",4_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 6kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-6-230V-1.0",5_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 6kW,HPO-AW-6-230V-1.0,5_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 6kW,HPO-AW-6-230V-1.0,4_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 8kW-C-100L,"Indoor unit: HPI-AO-100-1.0, Outdoor unit: HPO-AW-8-230V-1.0",5_3_0_0,3.61,-7.0,-10.0,7.65,2.4,4.85,3.58,4.1,4.73,4.93,6.46,7.65,2.4,6.62,2.03
Aira Group AB,Air to Water Heat Pump- R290- 8kW-C-100L,"Indoor unit: HPI-AO-100-1.0, Outdoor unit: HPO-AW-8-230V-1.0",0_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 8kW-C-100L,"Indoor unit: HPI-AO-100-1.0, Outdoor unit: HPO-AW-8-230V-1.0",4_3_0_0,4.7,-7.0,-10.0,7.75,2.85,4.88,4.76,4.23,6.38,5.03,8.45,7.75,2.85,7.22,2.73
Aira Group AB,Air to Water Heat Pump- R290- 8kW-C-100L,"Indoor unit: HPI-AO-100-1.0, Outdoor unit: HPO-AW-8-230V-1.0",0_3_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 8kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-8-230V-1.0",4_3_0_0,4.7,-7.0,-10.0,7.75,2.85,4.88,4.76,4.23,6.38,5.03,8.45,7.75,2.85,7.22,2.73
Aira Group AB,Air to Water Heat Pump- R290- 8kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-8-230V-1.0",5_3_0_0,3.61,-7.0,-10.0,7.65,2.4,4.85,3.58,4.1,4.73,4.93,6.46,7.65,2.4,6.62,2.03
Aira Group AB,Air to Water Heat Pump- R290- 8kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-8-230V-1.0",0_10_0_0,,,,,,,,,,,,,,,
Aira Group AB,Air to Water Heat Pump- R290- 8kW-C-250L,"Indoor unit: HPI-AO-250-1.0, Outdoor unit: HPO-AW-8-230V-1.0",0_3_0_0,,,,,,,,,,,,,,,
