manufacturer_name,model_name,variant_name,0_10_0_0__EN14511_4_003,0_10_0_0__EN14511_4_004,0_10_0_0__EN14511_4_005,0_10_0_0__EN14511_4_006,0_1_0_0__EN16147_002,0_1_0_0__EN16147_003,0_1_0_0__EN16147_004,0_1_0_0__EN16147_005,0_1_0_0__EN16147_006,0_1_0_0__EN16147_007,0_2_0_0__EN16147_002,0_2_0_0__EN16147_003,0_2_0_0__EN16147_004,0_2_0_0__EN16147_005,0_2_0_0__EN16147_006,0_2_0_0__EN16147_007,0_3_0_0__EN16147_002,0_3_0_0__EN16147_003,0_3_0_0__EN16147_004,0_3_0_0__EN16147_005,0_3_0_0__EN16147_006,0_3_0_0__EN16147_007,4_10_0_0__EN14511_2_001,4_10_0_0__EN14511_2_002,4_10_0_0__EN14511_2_003,4_1_0_0__EN12102_1_001,4_1_0_0__EN14825_001,4_1_0_0__EN14825_002,4_1_0_0__EN14825_003,4_1_0_0__EN14825_004,4_1_0_0__EN14825_005,4_1_0_0__EN14825_010,4_1_0_0__EN14825_011,4_1_0_0__EN14825_012,4_1_0_0__EN14825_013,4_1_0_0__EN14825_014,4_1_0_0__EN14825_015,4_1_0_0__EN14825_016,4_1_0_0__EN14825_017,4_1_0_0__EN14825_018,4_1_0_0__EN14825_019,4_1_0_0__EN14825_022,4_1_0_0__EN14825_023,4_1_0_0__EN14825_024,4_1_0_0__EN14825_025,4_1_0_0__EN14825_026,4_1_0_0__EN14825_027,4_1_0_0__EN14825_028,4_1_0_0__EN14825_029,4_1_0_0__EN14825_043,4_1_0_0__EN14825_048,4_1_0_0__EN14825_049,4_1_0_0__EN14825_050,4_2_0_0__EN12102_1_001,4_2_0_0__EN14825_001,4_2_0_0__EN14825_002,4_2_0_0__EN14825_003,4_2_0_0__EN14825_004,4_2_0_0__EN14825_005,4_2_0_0__EN14825_008,4_2_0_0__EN14825_009,4_2_0_0__EN14825_010,4_2_0_0__EN14825_011,4_2_0_0__EN14825_012,4_2_0_0__EN14825_013,4_2_0_0__EN14825_014,4_2_0_0__EN14825_015,4_2_0_0__EN14825_016,4_2_0_0__EN14825_017,4_2_0_0__EN14825_018,4_2_0_0__EN14825_019,4_2_0_0__EN14825_022,4_2_0_0__EN14825_023,4_2_0_0__EN14825_024,4_2_0_0__EN14825_025,4_2_0_0__EN14825_026,4_2_0_0__EN14825_027,4_2_0_0__EN14825_028,4_2_0_0__EN14825_029,4_2_0_0__EN14825_043,4_2_0_0__EN14825_047,4_2_0_0__EN14825_048,4_2_0_0__EN14825_049,4_2_0_0__EN14825_050,4_3_0_0__EN12102_1_001,4_3_0_0__EN14825_001,4_3_0_0__EN14825_002,4_3_0_0__EN14825_003,4_3_0_0__EN14825_004,4_3_0_0__EN14825_005,4_3_0_0__EN14825_008,4_3_0_0__EN14825_009,4_3_0_0__EN14825_010,4_3_0_0__EN14825_011,4_3_0_0__EN14825_012,4_3_0_0__EN14825_013,4_3_0_0__EN14825_014,4_3_0_0__EN14825_015,4_3_0_0__EN14825_016,4_3_0_0__EN14825_017,4_3_0_0__EN14825_018,4_3_0_0__EN14825_019,4_3_0_0__EN14825_022,4_3_0_0__EN14825_023,4_3_0_0__EN14825_024,4_3_0_0__EN14825_025,4_3_0_0__EN14825_026,4_3_0_0__EN14825_027,4_3_0_0__EN14825_028,4_3_0_0__EN14825_029,4_3_0_0__EN14825_043,4_3_0_0__EN14825_047,4_3_0_0__EN14825_048,4_3_0_0__EN14825_049,4_3_0_0__EN14825_050,5_10_0_0__EN14511_2_001,5_10_0_0__EN14511_2_002,5_10_0_0__EN14511_2_003,5_1_0_0__EN12102_1_001,5_1_0_0__EN14825_001,5_1_0_0__EN14825_002,5_1_0_0__EN14825_003,5_1_0_0__EN14825_004,5_1_0_0__EN14825_005,5_1_0_0__EN14825_010,5_1_0_0__EN14825_011,5_1_0_0__EN14825_012,5_1_0_0__EN14825_013,5_1_0_0__EN14825_014,5_1_0_0__EN14825_015,5_1_0_0__EN14825_016,5_1_0_0__EN14825_017,5_1_0_0__EN14825_018,5_1_0_0__EN14825_019,5_1_0_0__EN14825_022,5_1_0_0__EN14825_023,5_1_0_0__EN14825_024,5_1_0_0__EN14825_025,5_1_0_0__EN14825_026,5_1_0_0__EN14825_027,5_1_0_0__EN14825_028,5_1_0_0__EN14825_029,5_1_0_0__EN14825_043,5_1_0_0__EN14825_048,5_1_0_0__EN14825_049,5_1_0_0__EN14825_050,5_2_0_0__EN12102_1_001,5_2_0_0__EN14825_001,5_2_0_0__EN14825_002,5_2_0_0__EN14825_003,5_2_0_0__EN14825_004,5_2_0_0__EN14825_005,5_2_0_0__EN14825_008,5_2_0_0__EN14825_009,5_2_0_0__EN14825_010,5_2_0_0__EN14825_011,5_2_0_0__EN14825_012,5_2_0_0__EN14825_013,5_2_0_0__EN14825_014,5_2_0_0__EN14825_015,5_2_0_0__EN14825_016,5_2_0_0__EN14825_017,5_2_0_0__EN14825_018,5_2_0_0__EN14825_019,5_2_0_0__EN14825_022,5_2_0_0__EN14825_023,5_2_0_0__EN14825_024,5_2_0_0__EN14825_025,5_2_0_0__EN14825_026,5_2_0_0__EN14825_027,5_2_0_0__EN14825_028,5_2_0_0__EN14825_029,5_2_0_0__EN14825_043,5_2_0_0__EN14825_047,5_2_0_0__EN14825_048,5_2_0_0__EN14825_049,5_2_0_0__EN14825_050,5_3_0_0__EN12102_1_001,5_3_0_0__EN14825_001,5_3_0_0__EN14825_002,5_3_0_0__EN14825_003,5_3_0_0__EN14825_004,5_3_0_0__EN14825_005,5_3_0_0__EN14825_008,5_3_0_0__EN14825_009,5_3_0_0__EN14825_010,5_3_0_0__EN14825_011,5_3_0_0__EN14825_012,5_3_0_0__EN14825_013,5_3_0_0__EN14825_014,5_3_0_0__EN14825_015,5_3_0_0__EN14825_016,5_3_0_0__EN14825_017,5_3_0_0__EN14825_018,5_3_0_0__EN14825_019,5_3_0_0__EN14825_022,5_3_0_0__EN14825_023,5_3_0_0__EN14825_024,5_3_0_0__EN14825_025,5_3_0_0__EN14825_026,5_3_0_0__EN14825_027,5_3_0_0__EN14825_028,5_3_0_0__EN14825_029,5_3_0_0__EN14825_043,5_3_0_0__EN14825_047,5_3_0_0__EN14825_048,5_3_0_0__EN14825_049,5_3_0_0__EN14825_050
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C1 230 4-16 PRO,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C1 230 4-16 PRO EH,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C1 230 4-16 PRO HTR,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C1 230 4-16 PRO HTR EH,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C1 400 4-16 PRO,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C1 400 4-16 PRO EH,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C1 400 4-16 PRO HTR,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C1 400 4-16 PRO HTR EH,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C2 230 4-16 PRO,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
Ecoforest Geotermia S.L.,ecoGEO+ B/C1 4-16 PRO,ecoGEO+ C2 230 4-16 PRO EH,2.0,2.0,2.0,2.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,89.0,2.09,1.0,80.0,52.9,200.0,5.77,1.28,4.52,42.0,187.0,16.0,4.97,2.0,2.0,16.05,3.74,9.92,4.68,4.66,5.45,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4377.0,16.0,0.9,0.9,0.9,42.0,192.0,16.0,5.02,-22.0,-22.0,9.27,4.81,5.89,5.31,4.13,5.57,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7883.0,16.0,0.9,0.9,0.9,0.9,42.0,186.0,16.0,4.89,-10.0,-10.0,13.65,4.2,8.42,4.86,5.36,5.32,4.14,5.7,16.05,3.74,16.05,3.74,60.0,15.0,15.0,15.0,0.0,1.0,0.0,6822.0,16.0,0.9,0.9,0.9,0.9,6.92,2.31,3.0,42.0,146.0,14.0,3.93,2.0,2.0,14.1,2.79,8.81,3.52,4.06,4.52,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,4842.0,14.0,0.9,0.9,0.9,42.0,151.0,14.0,3.98,-22.0,-22.0,8.07,3.69,5.24,4.29,4.08,4.73,4.11,5.19,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,8701.0,14.0,0.9,0.9,0.9,0.9,42.0,146.0,14.0,3.87,-10.0,-10.0,11.95,3.02,7.31,3.86,5.08,4.37,4.09,4.95,14.1,2.79,14.1,2.79,60.0,15.0,15.0,15.0,0.0,1.0,0.0,7531.0,14.0,0.9,0.9,0.9,0.9
