variant_key,file,total_points,-15C,-7C,+2C,+7C,+12C,TOL
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_8KW__A_Outdoor_Air_Water_64::ERGA08EVA / EHBX08E6V,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_8KW__A_Outdoor_Air_Water_64.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_8KW__A_Outdoor_Air_Water_64::ERGA08EVA / EHBX08E9W,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_8KW__A_Outdoor_Air_Water_64.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV / EHBH04E6V + cooling kit,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV / EHVH04S18E6V + cooling kit,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV / EHVZ04S18E6V,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV / EHVZ04S18E6V + cooling kit,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV(A) / EHBH04E6V,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV(A) / EHBX04E6V,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV(A) / EHVH04S18E6V,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV(A) / EHVH04SU18E6V,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV(A) / EHVX04S18E3V,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65::ERGA04EV(A) / EHVX04S18E6V(G),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_R_W_F_4KW__180L____A__Outdoor_Air_Water_65.json,10,0,2,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_6KW_Water_Water_66::EWSAH06DA9W,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_6KW_Water_Water_66.json,22,0,4,6,6,6,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_6KW_Water_Water_66::EWSAH06UDA9W,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_6KW_Water_Water_66.json,22,0,4,6,6,6,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_6KW_Water_Water_66::EWSAX06DA9W,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_6KW_Water_Water_66.json,22,0,4,6,6,6,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_6KW_Water_Water_66::EWSAX06UDA9W,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_6KW_Water_Water_66.json,22,0,4,6,6,6,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_B_W_6KW_Brine_Water_67::EWSAH06DA9W,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_B_W_6KW_Brine_Water_67.json,22,0,4,6,6,6,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_B_W_6KW_Brine_Water_67::EWSAH06UDA9W,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_B_W_6KW_Brine_Water_67.json,22,0,4,6,6,6,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_B_W_6KW_Brine_Water_67::EWSAX06DA9W,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_B_W_6KW_Brine_Water_67.json,22,0,4,6,6,6,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_B_W_6KW_Brine_Water_67::EWSAX06UDA9W,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_3_WS_B_W_6KW_Brine_Water_67.json,22,0,4,6,6,6,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_300L__1ph__Outdoor_Air_Water_68::EPSK06AV3 / EPSX(B)10P30A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_300L__1ph__Outdoor_Air_Water_68.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_300L__1ph__Outdoor_Air_Water_68::EPSK08AV3 / EPSX(B)10P30A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_300L__1ph__Outdoor_Air_Water_68.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_300L__1ph__Outdoor_Air_Water_68::EPSK10AV3 / EPSX(B)10P30A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_300L__1ph__Outdoor_Air_Water_68.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_500L__1ph__Outdoor_Air_Water_69::EPSK06AV3 / EPSX(B)10P50A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_500L__1ph__Outdoor_Air_Water_69.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_500L__1ph__Outdoor_Air_Water_69::EPSK08AV3 / EPSX(B)10P50A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_500L__1ph__Outdoor_Air_Water_69.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_500L__1ph__Outdoor_Air_Water_69::EPSK10AV3 / EPSX(B)10P50A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_06-10_kW_500L__1ph__Outdoor_Air_Water_69.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_08-10_kW_300L__3ph__Outdoor_Air_Water_70::EPSK08AW1 / EPSX(B)10P30A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_08-10_kW_300L__3ph__Outdoor_Air_Water_70.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_08-10_kW_300L__3ph__Outdoor_Air_Water_70::EPSK10AW1 / EPSX(B)10P30A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_08-10_kW_300L__3ph__Outdoor_Air_Water_70.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_08-10_kW_500L__3ph__Outdoor_Air_Water_71::EPSK08AW1 / EPSX(B)10P50A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_08-10_kW_500L__3ph__Outdoor_Air_Water_71.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_08-10_kW_500L__3ph__Outdoor_Air_Water_71::EPSK10AW1 / EPSX(B)10P50A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_08-10_kW_500L__3ph__Outdoor_Air_Water_71.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_12-14_kW_300L__3ph__Outdoor_Air_Water_72::EPSK12AW1 / EPSX(B)14P30A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_12-14_kW_300L__3ph__Outdoor_Air_Water_72.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_12-14_kW_300L__3ph__Outdoor_Air_Water_72::EPSK14AW1 / EPSX(B)14P30A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_12-14_kW_300L__3ph__Outdoor_Air_Water_72.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_12-14_kW_500L__3ph__Outdoor_Air_Water_73::EPSK12AW1 / EPSX(B)14P50A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_12-14_kW_500L__3ph__Outdoor_Air_Water_73.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_12-14_kW_500L__3ph__Outdoor_Air_Water_73::EPSK14AW1 / EPSX(B)14P50A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_ECH2O_12-14_kW_500L__3ph__Outdoor_Air_Water_73.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_06-10_kW_230L__1ph__Outdoor_Air_Water_74::EPSK06AV3 / EPVX10S23A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_06-10_kW_230L__1ph__Outdoor_Air_Water_74.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_06-10_kW_230L__1ph__Outdoor_Air_Water_74::EPSK08AV3 / EPVX10S23A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_06-10_kW_230L__1ph__Outdoor_Air_Water_74.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_06-10_kW_230L__1ph__Outdoor_Air_Water_74::EPSK10AV3 / EPVX10S23A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_06-10_kW_230L__1ph__Outdoor_Air_Water_74.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_08-10_kW_230L__3ph__Outdoor_Air_Water_75::EPSK08AW1 / EPVX10S23A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_08-10_kW_230L__3ph__Outdoor_Air_Water_75.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_08-10_kW_230L__3ph__Outdoor_Air_Water_75::EPSK10AW1 / EPVX10S23A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_08-10_kW_230L__3ph__Outdoor_Air_Water_75.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_12-14_kW_230L__3ph__Outdoor_Air_Water_76::EPSK12AW1 / EPVX14S23A(4V9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_12-14_kW_230L__3ph__Outdoor_Air_Water_76.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_12-14_kW_230L__3ph__Outdoor_Air_Water_76::EPSK14AW1 / EPVX14S23A(4V9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_F_12-14_kW_230L__3ph__Outdoor_Air_Water_76.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77::EPSK06AV3 / EPBX10A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77::EPSK06AV3 / EPVX10S18A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77::EPSK08AV3 / EPBX10A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77::EPSK08AV3 / EPVX10S18A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77::EPSK10AV3 / EPBX10A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77::EPSK10AV3 / EPVX10S18A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_06-10_kW_180L___1_ph__Outdoor_Air_Water_77.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_08-10_kW_180L___3ph__Outdoor_Air_Water_78::EPSK08AW1 / EPBX10A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_08-10_kW_180L___3ph__Outdoor_Air_Water_78.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_08-10_kW_180L___3ph__Outdoor_Air_Water_78::EPSK08AW1 / EPVX10S18A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_08-10_kW_180L___3ph__Outdoor_Air_Water_78.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_08-10_kW_180L___3ph__Outdoor_Air_Water_78::EPSK10AW1 / EPBX10A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_08-10_kW_180L___3ph__Outdoor_Air_Water_78.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_08-10_kW_180L___3ph__Outdoor_Air_Water_78::EPSK10AW1 / EPVX10S18A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_08-10_kW_180L___3ph__Outdoor_Air_Water_78.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_12-14_kW_180L__3ph__Outdoor_Air_Water_79::EPSK12AW1 / EPBX14A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_12-14_kW_180L__3ph__Outdoor_Air_Water_79.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_12-14_kW_180L__3ph__Outdoor_Air_Water_79::EPSK12AW1 / EPVX14S18A(4V9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_12-14_kW_180L__3ph__Outdoor_Air_Water_79.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_12-14_kW_180L__3ph__Outdoor_Air_Water_79::EPSK14AW1 / EPBX14A(4V/9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_12-14_kW_180L__3ph__Outdoor_Air_Water_79.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_12-14_kW_180L__3ph__Outdoor_Air_Water_79::EPSK14AW1 / EPVX14S18A(4V9W),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_4_H_W_F_12-14_kW_180L__3ph__Outdoor_Air_Water_79.json,7,0,1,2,2,2,0
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_H_HYBRID_GAS_4KW_Outdoor_Air_Water_80::EJHA04AV3 / EHY2KOMB28A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_H_HYBRID_GAS_4KW_Outdoor_Air_Water_80.json,2,0,0,0,0,0,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_H_HYBRID_GAS_4KW_Outdoor_Air_Water_80::EJHA04AV3 / EHY2KOMB32A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_H_HYBRID_GAS_4KW_Outdoor_Air_Water_80.json,2,0,0,0,0,0,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_H_HYBRID_GAS_4KW_Outdoor_Air_Water_80::EJHA04AV3 / NHY2KOMB28A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_H_HYBRID_GAS_4KW_Outdoor_Air_Water_80.json,2,0,0,0,0,0,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_H_HYBRID_GAS_4KW_Outdoor_Air_Water_80::EJHA04AV3 / NHY2KOMB32A,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_H_HYBRID_GAS_4KW_Outdoor_Air_Water_80.json,2,0,0,0,0,0,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_5KW_Outdoor_Air_Water_83::EVLQ05CV3 / EHYHBH05AV32 + EHYKOMB33AA(2/3),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_5KW_Outdoor_Air_Water_83.json,9,0,1,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_5KW_Outdoor_Air_Water_83::EVLQ05CV3 / EHYHBH05AV32 + NHYKOMB33AA,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_5KW_Outdoor_Air_Water_83.json,9,0,1,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_8KW_Outdoor_Air_Water_84::EVLQ08CV3 / EHYHBH08AV32 + EHYKOMB33AA(2/3),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_8KW_Outdoor_Air_Water_84.json,9,0,1,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_8KW_Outdoor_Air_Water_84::EVLQ08CV3 / EHYHBH08AV32 + NHYKOMB33AA,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_8KW_Outdoor_Air_Water_84.json,9,0,1,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_8KW_Outdoor_Air_Water_84::EVLQ08CV3 / EHYHBX08AV3 + EHYKOMB33AA(2/3),DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_8KW_Outdoor_Air_Water_84.json,9,0,1,2,2,2,2
DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_8KW_Outdoor_Air_Water_84::EVLQ08CV3 / EHYHBX08AV3 + NHYKOMB33AA,DAIKIN_Europe_N_V__DAIKIN_ALTHERMA_R_HYBRID_8KW_Outdoor_Air_Water_84.json,9,0,1,2,2,2,2
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA08EV3 / ELSH(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA08EV3 / ELSX(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA08EW1 / ELSH(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA08EW1 / ELSX(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA10EV3 / ELSH(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA10EV3 / ELSX(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA10EW1 / ELSH(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA10EW1 / ELSX(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA12EV3 / ELSH(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA12EV3 / ELSX(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA12EW1 / ELSH(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55::ERRA12EW1 / ELSX(B)12P30E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__300L__Outdoor_Air_Water_55.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56::ERRA08EV3 / ELSH(B)12P50E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56::ERRA08EV3 / ELSX(B)12P50E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56::ERRA08EW1 / ELSH(B)12P50E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56::ERRA08EW1 / ELSX(B)12P50E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56::ERRA10EV3 / ELSH(B)12P50E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56::ERRA10EV3 / ELSX(B)12P50E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56::ERRA10EW1 / ELSH(B)12P50E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56::ERRA10EW1 / ELSX(B)12P50E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56.json,8,0,2,2,2,2,0
DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56::ERRA12EV3 / ELSH(B)12P50E,DAIKIN_Europe_N_V__Daikin_Altherma_3_R_MT_ECH2O_08-12_kW__500L__Outdoor_Air_Water_56.json,8,0,2,2,2,2,0
