variant_key,file,total_points,-15C,-7C,+2C,+7C,+12C,TOL
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_Outdoor_Air_Water_4::HA 6-8.2 OS 230V B3 + HA 6-8.2 WS + FEW 300/3 MR,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_Outdoor_Air_Water_4.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_Outdoor_Air_Water_4::HA 6-8.2 OS 230V B3 + HA 6-8.2 WSB,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_Outdoor_Air_Water_4.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_Outdoor_Air_Water_4::HA 6-8.2 OS 230V B3 + HA 6-8.2 WSB + FEW 300/3 MR,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_Outdoor_Air_Water_4.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5::HA 3-8.2 OS 230V B2 + HA 5-8.2 WS + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5::HA 3-8.2 OS 230V B2 + HA 5-8.2 WSB + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5::HA 4-8.2 OS 230V B3 + HA 6-8.2 WS + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5::HA 4-8.2 OS 230V B3 + HA 6-8.2 WSB + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5::HA 5-8.2 OS 230V B2 + HA 5-8.2 WS + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5::HA 5-8.2 OS 230V B2 + HA 5-8.2 WSB + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5::HA 6-8.2 OS 230V B3 + HA 6-8.2 WS + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5::HA 6-8.2 OS 230V B3 + HA 6-8.2 WSB + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Hydraulic_station_an_Outdoor_Air_Water_5.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 3-8.2 OS 230V + HA 5-8.2 STB,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 3-8.2 OS 230V + HA 5-8.2 STB B5,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 3-8.2 OS 230V + HA 5-8.2 STB C2,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 3-8.2 OS 230V B2 + HA 5-8.2 STB,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 3-8.2 OS 230V B2 + HA 5-8.2 STB C2,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 4-8.2 OS 230V B3 + HA 6-8.2 STB,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 4-8.2 OS 230V B3 + HA 6-8.2 STB B5,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 4-8.2 OS 230V B3 + HA 6-8.2 STB C2,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 5-8.2 OS 230V + HA 5-8.2 STB,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 5-8.2 OS 230V + HA 5-8.2 STB B5,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 5-8.2 OS 230V + HA 5-8.2 STB C2,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 5-8.2 OS 230V B2 + HA 5-8.2 STB,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 5-8.2 OS 230V B2 + HA 5-8.2 STB C2,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 6-8.2 OS 230V B3 + HA 6-8.2 STB,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 6-8.2 OS 230V B3 + HA 6-8.2 STB B5,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6::HA 6-8.2 OS 230V B3 + HA 6-8.2 STB C2,Saunier_Duval_Brand_Group_HA_3-8_2_OS_230V__HA_5-8_2_OS_230V_with_Tower_Outdoor_Air_Water_6.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 4-7.2 OS 230V B3 + HA 10-7.2 STB,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 4-7.2 OS 230V B3 + HA 10-7.2 STB B5,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 4-7.2 OS 230V B3 + HA 10-7.2 STB C2,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 4-7.2 OS 230V B3 + HA 10-7.2 WS,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,18,0,2,4,4,4,4
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 4-7.2 OS 230V B3 + HA 10-7.2 WSB,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 6-7.2 OS 230V B3 + HA 10-7.2 STB,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 6-7.2 OS 230V B3 + HA 10-7.2 STB B5,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 6-7.2 OS 230V B3 + HA 10-7.2 STB C2,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 6-7.2 OS 230V B3 + HA 10-7.2 WS,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,18,0,2,4,4,4,4
Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7::HA 6-7.2 OS 230V B3 + HA 10-7.2 WSB,Saunier_Duval_Brand_Group_HA_4-7_2_OS_230V_B3___HA_6-7_2_OS_230V_B3_Outdoor_Air_Water_7.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8::HA 3-6 O 230V,Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8.json,22,0,4,6,6,6,0
Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8::HA 3-6 O 230V B2,Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8.json,20,0,4,6,4,6,0
Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8::HA 4-6 O 230V B3,Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8.json,22,0,4,6,6,6,0
Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8::HA 5-6 O 230V,Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8.json,24,2,4,6,6,6,0
Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8::HA 5-6 O 230V B2,Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8.json,22,2,4,6,4,6,0
Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8::HA 5-6 O 230V B3,Saunier_Duval_Brand_Group_HA_5-6_O_230V_Outdoor_Air_Water_8.json,24,2,4,6,6,6,0
Saunier_Duval_Brand_Group_HA_7-5_OS_230V_Outdoor_Air_Water_9::HA 7-5 OS 230V + HA 7-5 STB,Saunier_Duval_Brand_Group_HA_7-5_OS_230V_Outdoor_Air_Water_9.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-5_OS_230V_Outdoor_Air_Water_9::HA 7-5 OS 230V + HA 7-5 WSB,Saunier_Duval_Brand_Group_HA_7-5_OS_230V_Outdoor_Air_Water_9.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10::HA 6-6 O 230V,Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10.json,22,0,4,6,6,6,0
Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10::HA 6-6 O 230V B2,Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10.json,20,0,4,6,4,6,0
Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10::HA 6-6 O 230V B3,Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10.json,22,0,4,6,6,6,0
Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10::HA 7-6 O 230V,Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10.json,24,2,4,6,6,6,0
Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10::HA 7-6 O 230V B2,Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10.json,22,2,4,6,4,6,0
Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10::HA 8-6 O 230V B3,Saunier_Duval_Brand_Group_HA_7-6_O_230V_Outdoor_Air_Water_10.json,24,2,4,6,6,6,0
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 7-8.2 OS 230V + HA 7-8.2 WS,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 7-8.2 OS 230V + HA 7-8.2 WS + FEW 300/3 MR,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 7-8.2 OS 230V + HA 7-8.2 WSB,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 7-8.2 OS 230V + HA 7-8.2 WSB + FEW 300/3 MR,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 7-8.2 OS 230V B2 + HA 7-8.2 WS,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 7-8.2 OS 230V B2 + HA 7-8.2 WS + FEW 300/3 MR,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 7-8.2 OS 230V B2 + HA 7-8.2 WSB,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 7-8.2 OS 230V B2 + HA 7-8.2 WSB + FEW 300/3 MR,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 8-8.2 OS 230V B3 + HA 8-8.2 WS,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 8-8.2 OS 230V B3 + HA 8-8.2 WS + FEW 300/3 MR,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 8-8.2 OS 230V B3 + HA 8-8.2 WSB,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11::HA 8-8.2 OS 230V B3 + HA 8-8.2 WSB + FEW 300/3 MR,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_Outdoor_Air_Water_11.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_and_250l_cylinder_Outdoor_Air_Water_12::HA 7-8.2 OS 230V B2 + HA 7-8.2 WS + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_and_250l_cylinder_Outdoor_Air_Water_12.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_and_250l_cylinder_Outdoor_Air_Water_12::HA 7-8.2 OS 230V B2 + HA 7-8.2 WSB + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_and_250l_cylinder_Outdoor_Air_Water_12.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_and_250l_cylinder_Outdoor_Air_Water_12::HA 8-8.2 OS 230V B3 + HA 8-8.2 WS + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_and_250l_cylinder_Outdoor_Air_Water_12.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_and_250l_cylinder_Outdoor_Air_Water_12::HA 8-8.2 OS 230V B3 + HA 8-8.2 WSB + FEW 250/2 B,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Hydraulic_Station_and_250l_cylinder_Outdoor_Air_Water_12.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13::HA 7-8.2 OS 230V + HA 7-8.2 STB,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13::HA 7-8.2 OS 230V + HA 7-8.2 STB B5,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13::HA 7-8.2 OS 230V + HA 7-8.2 STB C2,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13::HA 7-8.2 OS 230V B2 + HA 7-8.2 STB,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13::HA 7-8.2 OS 230V B2 + HA 7-8.2 STB C2,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13::HA 8-8.2 OS 230V B3 + HA 8-8.2 STB,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13::HA 8-8.2 OS 230V B3 + HA 8-8.2 STB B5,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13::HA 8-8.2 OS 230V B3 + HA 8-8.2 STB C2,Saunier_Duval_Brand_Group_HA_7-8_2_OS_230V_with_Tower_Outdoor_Air_Water_13.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14::HA 10-7.2 OS 230V B3 + HA 10-7.2 STB,Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14::HA 10-7.2 OS 230V B3 + HA 10-7.2 STB B5,Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14::HA 10-7.2 OS 230V B3 + HA 10-7.2 STB C2,Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14::HA 10-7.2 OS 230V B3 + HA 10-7.2 WS,Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14.json,18,0,2,4,4,4,4
Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14::HA 10-7.2 OS 230V B3 + HA 10-7.2 WSB,Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14::HA 8-7.2 OS 230V B3 + HA 10-7.2 STB,Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14::HA 8-7.2 OS 230V B3 + HA 10-7.2 STB B5,Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14.json,30,2,4,6,6,6,6
Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14::HA 8-7.2 OS 230V B3 + HA 10-7.2 STB C2,Saunier_Duval_Brand_Group_HA_8-7_2_OS_230V_B3___HA_10-7_2_OS_230V_B3_Outdoor_Air_Water_14.json,30,2,4,6,6,6,6
